DateTime,Open,High,Low,Close
2004-01-01 16:00:00,1.2590000000000001,1.2596,1.2569,1.2571
2004-01-01 20:00:00,1.2571,1.2573,1.2526,1.2567
2004-01-02 00:00:00,1.2566,1.2598,1.2556,1.2594
2004-01-02 04:00:00,1.2594,1.2631,1.2577,1.2594
2004-01-02 08:00:00,1.2595,1.2619,1.2566,1.2596
2004-01-02 12:00:00,1.2595,1.2612,1.2584,1.2595
2004-01-02 16:00:00,1.2596,1.2596,1.2585,1.2591
2004-01-04 16:00:00,1.2596,1.2675,1.2587,1.2659
2004-01-04 20:00:00,1.2658,1.2673,1.2643,1.2666
2004-01-05 00:00:00,1.2665,1.2699,1.2635,1.2639
2004-01-05 04:00:00,1.2639,1.2692,1.2639,1.2676
2004-01-05 08:00:00,1.2676,1.2685,1.2647,1.2681
2004-01-05 12:00:00,1.2682,1.2687,1.2659,1.2659
2004-01-05 16:00:00,1.2659,1.2691,1.2659,1.2682
2004-01-05 20:00:00,1.2682,1.2689,1.2670000000000001,1.268
2004-01-06 00:00:00,1.268,1.2726,1.268,1.2717
2004-01-06 04:00:00,1.2717,1.2764,1.2712,1.2755
2004-01-06 08:00:00,1.2756,1.2812,1.2742,1.2772
2004-01-06 12:00:00,1.2772,1.2781,1.2736,1.2742
2004-01-06 16:00:00,1.2742,1.2749,1.2717,1.2726
2004-01-06 20:00:00,1.2726,1.2733,1.2689,1.2725
2004-01-07 00:00:00,1.2725,1.2745,1.266,1.2663
2004-01-07 04:00:00,1.2663,1.2686,1.2649,1.2681
2004-01-07 08:00:00,1.2681,1.2706,1.2663,1.2669
2004-01-07 12:00:00,1.2669,1.2676,1.2636,1.2642
2004-01-07 16:00:00,1.2642,1.2659,1.262,1.2637
2004-01-07 20:00:00,1.2637,1.2637,1.2586,1.2595
2004-01-08 00:00:00,1.2595,1.2616,1.2582,1.2596
2004-01-08 04:00:00,1.2597,1.264,1.2562,1.2626
2004-01-08 08:00:00,1.2627,1.2781,1.2626,1.2771
2004-01-08 12:00:00,1.2772,1.2784,1.2748,1.2770000000000001
2004-01-08 16:00:00,1.2769,1.2787,1.2758,1.276
2004-01-08 20:00:00,1.276,1.2772,1.2754,1.2754
2004-01-09 00:00:00,1.2754,1.2757,1.2705,1.2719
2004-01-09 04:00:00,1.272,1.2769,1.272,1.2736
2004-01-09 08:00:00,1.2736,1.2869,1.2731,1.2855
2004-01-09 12:00:00,1.2855,1.2863,1.2828,1.2844
2004-01-09 16:00:00,1.2844,1.2846,1.2832,1.2836
2004-01-11 16:00:00,1.287,1.287,1.284,1.2842
2004-01-11 20:00:00,1.2842,1.2852,1.2832,1.2847
2004-01-12 00:00:00,1.2847,1.29,1.2837,1.2892
2004-01-12 04:00:00,1.2891,1.2896,1.2830000000000001,1.2830000000000001
2004-01-12 08:00:00,1.2830000000000001,1.2833,1.2769,1.2804
2004-01-12 12:00:00,1.2804,1.2809,1.2738,1.2748
2004-01-12 16:00:00,1.2748,1.2761,1.2717,1.2725
2004-01-12 20:00:00,1.2725,1.2771,1.2718,1.2767
2004-01-13 00:00:00,1.2767,1.2794,1.2737,1.2790000000000001
2004-01-13 04:00:00,1.2791,1.2798,1.2722,1.2755
2004-01-13 08:00:00,1.2755,1.2792,1.2734,1.2739
2004-01-13 12:00:00,1.2739,1.2771,1.2718,1.2767
2004-01-13 16:00:00,1.2766,1.2790000000000001,1.276,1.2763
2004-01-13 20:00:00,1.2761,1.2768,1.2733,1.2737
2004-01-14 00:00:00,1.2737,1.2747,1.2655,1.2659
2004-01-14 04:00:00,1.2659,1.2694,1.2652,1.2684
2004-01-14 08:00:00,1.2684,1.2733,1.2633,1.2727
2004-01-14 12:00:00,1.2727,1.2728,1.2652,1.2656
2004-01-14 16:00:00,1.2656,1.266,1.2638,1.2642
2004-01-14 20:00:00,1.2642,1.2667,1.2641,1.2654
2004-01-15 00:00:00,1.2654,1.2675,1.2622,1.263
2004-01-15 04:00:00,1.263,1.2672,1.2611,1.2641
2004-01-15 08:00:00,1.2641,1.2652,1.2587,1.2591
2004-01-15 12:00:00,1.2591,1.2605,1.2566,1.2567
2004-01-15 16:00:00,1.2566,1.261,1.2562,1.2599
2004-01-15 20:00:00,1.2599,1.26,1.2578,1.2583
2004-01-16 00:00:00,1.2583,1.26,1.2494,1.2507
2004-01-16 04:00:00,1.2506,1.2517,1.2472,1.2492
2004-01-16 08:00:00,1.2492,1.2524,1.2374,1.2397
2004-01-16 12:00:00,1.2398,1.2399,1.2353,1.2376
2004-01-16 16:00:00,1.2381,1.2393,1.2376,1.2389
2004-01-18 16:00:00,1.2381,1.2407,1.2374,1.2378
2004-01-18 20:00:00,1.2378,1.2386,1.2363,1.2383
