DateTime,Open,High,Low,Close
2016-01-03 16:00:00,1.08701,1.08723,1.0843200000000002,1.08453
2016-01-03 20:00:00,1.08453,1.0883399999999999,1.0827200000000001,1.0879299999999998
2016-01-04 00:00:00,1.08794,1.09464,1.0874,1.09239
2016-01-04 04:00:00,1.0924,1.0935700000000002,1.0896700000000001,1.0907200000000001
2016-01-04 08:00:00,1.0900100000000001,1.09051,1.0781100000000001,1.0803200000000002
2016-01-04 12:00:00,1.08027,1.08368,1.08,1.0829
2016-01-04 16:00:00,1.0829,1.08368,1.08178,1.08315
2016-01-04 20:00:00,1.08314,1.08388,1.0815,1.08226
2016-01-05 00:00:00,1.08227,1.08365,1.0785200000000001,1.07895
2016-01-05 04:00:00,1.07894,1.07987,1.07501,1.07515
2016-01-05 08:00:00,1.07514,1.07572,1.0710600000000001,1.07421
2016-01-05 12:00:00,1.0742,1.0753,1.07331,1.07499
2016-01-05 16:00:00,1.0749799999999998,1.07582,1.07413,1.07441
2016-01-05 20:00:00,1.07443,1.07732,1.07392,1.07492
2016-01-06 00:00:00,1.07492,1.07548,1.07189,1.07355
2016-01-06 04:00:00,1.07355,1.07597,1.0720100000000001,1.0743200000000002
2016-01-06 08:00:00,1.07431,1.0767,1.07185,1.07612
2016-01-06 12:00:00,1.07616,1.07994,1.07471,1.07874
2016-01-06 16:00:00,1.0787200000000001,1.079,1.07733,1.07776
2016-01-06 20:00:00,1.07774,1.08255,1.07745,1.0823399999999999
2016-01-07 00:00:00,1.08239,1.0829600000000001,1.0771,1.0806799999999999
2016-01-07 04:00:00,1.08077,1.08745,1.08076,1.08585
2016-01-07 08:00:00,1.08585,1.08748,1.0826,1.08597
2016-01-07 12:00:00,1.08599,1.09401,1.0855700000000001,1.09343
2016-01-07 16:00:00,1.09344,1.09398,1.0911600000000001,1.09181
2016-01-07 20:00:00,1.0918,1.09225,1.0871600000000001,1.08742
2016-01-08 00:00:00,1.08743,1.08996,1.0854700000000002,1.0871899999999999
2016-01-08 04:00:00,1.08718,1.08828,1.08586,1.08661
2016-01-08 08:00:00,1.08659,1.09169,1.0803,1.08846
2016-01-08 12:00:00,1.08844,1.0921399999999999,1.08702,1.09194
2016-01-08 16:00:00,1.0919299999999998,1.093,1.09172,1.09218
2016-01-10 16:00:00,1.0917,1.0969799999999998,1.09169,1.09384
2016-01-10 20:00:00,1.09384,1.09453,1.0908,1.09138
2016-01-11 00:00:00,1.09135,1.0933700000000002,1.08722,1.08841
2016-01-11 04:00:00,1.08841,1.091,1.08812,1.0899
2016-01-11 08:00:00,1.08992,1.09028,1.0848,1.08774
2016-01-11 12:00:00,1.08774,1.08986,1.085,1.08521
2016-01-11 16:00:00,1.08522,1.08657,1.08502,1.08522
2016-01-11 20:00:00,1.0852,1.08847,1.0841100000000001,1.0882100000000001
2016-01-12 00:00:00,1.0882100000000001,1.0900100000000001,1.0872,1.08845
2016-01-12 04:00:00,1.08846,1.08885,1.08359,1.08429
2016-01-12 08:00:00,1.08429,1.08608,1.08196,1.08351
2016-01-12 12:00:00,1.08351,1.0877700000000001,1.0820299999999998,1.08538
2016-01-12 16:00:00,1.0853899999999999,1.08604,1.0830600000000001,1.08375
2016-01-12 20:00:00,1.08374,1.0838299999999998,1.0811,1.0827799999999999
2016-01-13 00:00:00,1.08276,1.08379,1.08093,1.08236
2016-01-13 04:00:00,1.08235,1.08299,1.0804799999999999,1.08143
2016-01-13 08:00:00,1.08144,1.0882,1.08142,1.0862100000000001
2016-01-13 12:00:00,1.0862100000000001,1.08835,1.08445,1.08826
2016-01-13 16:00:00,1.08825,1.08942,1.0871899999999999,1.08861
2016-01-13 20:00:00,1.08859,1.08966,1.08756,1.08915
2016-01-14 00:00:00,1.08915,1.0918299999999999,1.0854,1.0912899999999999
2016-01-14 04:00:00,1.0913,1.0943,1.08826,1.0886
2016-01-14 08:00:00,1.0886,1.0917700000000001,1.08345,1.08616
2016-01-14 12:00:00,1.08616,1.08694,1.08465,1.08645
2016-01-14 16:00:00,1.08641,1.08704,1.08542,1.08641
2016-01-14 20:00:00,1.0864200000000002,1.08895,1.08618,1.08829
2016-01-15 00:00:00,1.0883,1.09046,1.08608,1.09004
2016-01-15 04:00:00,1.09006,1.09186,1.08893,1.0908200000000001
2016-01-15 08:00:00,1.09083,1.09845,1.0908200000000001,1.09635
2016-01-15 12:00:00,1.09635,1.09832,1.09071,1.09172
2016-01-15 16:00:00,1.09171,1.09199,1.09057,1.0913899999999999
2016-01-17 16:00:00,1.09228,1.0927200000000001,1.0907200000000001,1.09123
2016-01-17 20:00:00,1.09124,1.09125,1.0887,1.0896
2016-01-18 00:00:00,1.08958,1.09049,1.08744,1.08897
2016-01-18 04:00:00,1.0889799999999998,1.09093,1.08855,1.08958
2016-01-18 08:00:00,1.08958,1.09007,1.08687,1.08848
2016-01-18 12:00:00,1.08847,1.08989,1.08838,1.08984
2016-01-18 16:00:00,1.08984,1.08992,1.08809,1.0883
2016-01-18 20:00:00,1.08831,1.09049,1.0881399999999999,1.0887799999999999
2016-01-19 00:00:00,1.0887799999999999,1.08881,1.08592,1.08841
2016-01-19 04:00:00,1.08844,1.08889,1.08598,1.08745
2016-01-19 08:00:00,1.08745,1.09096,1.08604,1.09041
2016-01-19 12:00:00,1.0904,1.09388,1.09007,1.091
2016-01-19 16:00:00,1.091,1.0924399999999999,1.09049,1.0921299999999998
2016-01-19 20:00:00,1.0921299999999998,1.0954899999999999,1.09182,1.09538
2016-01-20 00:00:00,1.0953700000000002,1.09758,1.09371,1.09623
2016-01-20 04:00:00,1.0962100000000001,1.09656,1.08976,1.09138
2016-01-20 08:00:00,1.09138,1.09332,1.0887799999999999,1.0906799999999999
2016-01-20 12:00:00,1.0906799999999999,1.0936299999999999,1.08772,1.08912
2016-01-20 16:00:00,1.08914,1.0895700000000001,1.08671,1.08741
2016-01-20 20:00:00,1.08742,1.08931,1.08689,1.08907
2016-01-21 00:00:00,1.0890600000000001,1.0921,1.08853,1.08991
2016-01-21 04:00:00,1.0899,1.09155,1.08864,1.09005
2016-01-21 08:00:00,1.09006,1.09208,1.0777700000000001,1.08325
2016-01-21 12:00:00,1.08324,1.0900299999999998,1.08269,1.0888
2016-01-21 16:00:00,1.0887799999999999,1.0889,1.08428,1.08538
2016-01-21 20:00:00,1.08536,1.08536,1.08297,1.08342
2016-01-22 00:00:00,1.08342,1.08484,1.08131,1.0841399999999999
2016-01-22 04:00:00,1.08413,1.08628,1.08143,1.08182
2016-01-22 08:00:00,1.08182,1.08376,1.07942,1.08131
2016-01-22 12:00:00,1.08134,1.0817700000000001,1.07891,1.07966
2016-01-22 16:00:00,1.07965,1.08016,1.07923,1.07954
